from,to,value,type,lng1,lat1,lng2,lat2
安康,北京,0.9,move_in,109.038045,32.70437,116.395645,39.929986
泰安,北京,6.05,move_out,117.089415,36.188078,116.395645,39.929986
泰安,北京,1.94,move_in,117.089415,36.188078,116.395645,39.929986
烟台,北京,10.71,move_out,121.309555,37.536562,116.395645,39.929986
烟台,北京,2.71,move_in,121.309555,37.536562,116.395645,39.929986
吕梁,北京,3.79,move_out,111.143157,37.527316,116.395645,39.929986
吕梁,北京,2.06,move_in,111.143157,37.527316,116.395645,39.929986
运城,北京,6.33,move_out,111.006854,35.038859,116.395645,39.929986
运城,北京,3.5,move_in,111.006854,35.038859,116.395645,39.929986
广元,北京,0.64,move_out,105.819687,32.44104,116.395645,39.929986
广元,北京,0.8,move_in,105.819687,32.44104,116.395645,39.929986
遂宁,北京,0.24,move_out,105.564888,30.557491,116.395645,39.929986
遂宁,北京,0.28,move_in,105.564888,30.557491,116.395645,39.929986
天津,北京,29.37,move_out,117.210813,39.14393,116.395645,39.929986
天津,北京,13.49,move_in,117.210813,39.14393,116.395645,39.929986
嘉兴,北京,0.69,move_out,120.760428,30.773992,116.395645,39.929986
石嘴山,北京,1.27,move_out,106.379337,39.020223,116.395645,39.929986
石嘴山,北京,0.92,move_in,106.379337,39.020223,116.395645,39.929986
铜陵,北京,0.9,move_out,117.819429,30.94093,116.395645,39.929986
铜陵,北京,0.62,move_in,117.819429,30.94093,116.395645,39.929986
嘉峪关,北京,0.51,move_out,98.281635,39.802397,116.395645,39.929986
嘉峪关,北京,0.4,move_in,98.281635,39.802397,116.395645,39.929986
深圳,北京,0.68,move_out,114.025974,22.546054,116.395645,39.929986
漯河,北京,2.08,move_out,114.046061,33.576279,116.395645,39.929986
漯河,北京,1.41,move_in,114.046061,33.576279,116.395645,39.929986
扬州,北京,1.67,move_out,119.427778,32.408505,116.395645,39.929986
扬州,北京,0.85,move_in,119.427778,32.408505,116.395645,39.929986
连云港,北京,1.13,move_out,119.173872,34.601549,116.395645,39.929986
连云港,北京,1.27,move_in,119.173872,34.601549,116.395645,39.929986
常州,北京,0.84,move_out,119.981861,31.771397,116.395645,39.929986
金昌,北京,0.38,move_out,102.208126,38.516072,116.395645,39.929986
金昌,北京,0.62,move_in,102.208126,38.516072,116.395645,39.929986
辽阳,北京,3.23,move_out,123.172451,41.273339,116.395645,39.929986
辽阳,北京,1.35,move_in,123.172451,41.273339,116.395645,39.929986
汉中,北京,0.76,move_out,107.045478,33.081569,116.395645,39.929986
汉中,北京,0.75,move_in,107.045478,33.081569,116.395645,39.929986
菏泽,北京,7.32,move_out,115.46336,35.26244,116.395645,39.929986
菏泽,北京,3.57,move_in,115.46336,35.26244,116.395645,39.929986
淄博,北京,3.39,move_out,118.059134,36.804685,116.395645,39.929986
淄博,北京,1.55,move_in,118.059134,36.804685,116.395645,39.929986
大同,北京,15.74,move_out,113.290509,40.113744,116.395645,39.929986
大同,北京,6.66,move_in,113.290509,40.113744,116.395645,39.929986
长治,北京,5.47,move_out,113.120292,36.201664,116.395645,39.929986
长治,北京,2.72,move_in,113.120292,36.201664,116.395645,39.929986
阳泉,北京,8.36,move_out,113.569238,37.869529,116.395645,39.929986
